projectid,BillingType,itemdescription,itemUnit,ItemRate,itemQuantity,ItemDate,Billable?,Chargeable?,code1,CODE2,User
14912120,Time,NULL,Per hour,$97.35 ,1,1/15/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,AmEx 4004 - The Reproduction Co - 2 additional exhibit enlargements,Per hour,$181.86 ,1,4/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,AmEx 4004 - The Reproduction Co - Additional Exhibit enlargement for trial,Per hour,$85.25 ,1,4/8/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31327 to Michele Terrell-Silva, notary service for Trustpoint billing affidavit",Per hour,$25.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31328, Lubbock Aid Ambulance , Bills and MRs ",Per hour,$49.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31329, Physical Therapy Today, Bills and MRs",Per hour,$100.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31330, UMC EMS MRs",Per hour,$49.65 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31331, Southwest Regional Wound Care Center, Bills and MRs",Per hour,$20.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31332, UMC MRs",Per hour,$94.14 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31333, TTUHSC Billing",Per hour,$21.50 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31334, Trustpoint Rehab Hospital MRs",Per hour,$5.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31335, Area Wide Medical Bills and Records",Per hour,$45.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31336, UMC MRs",Per hour,$61.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31338, Brace Place Bills and Records - We have to provide the notary. ",Per hour,$30.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31366, Wolcott MD Bills and MRs",Per hour,$50.00 ,1,1/17/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31377, UMC Radiology Records",Per hour,$11.00 ,1,1/27/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"Chk 31499 - TTUHSC Medical Records via VRC Companies, dba VitalChart.",Per hour,$27.75 ,1,4/21/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,Chk 31528 - Physical Therapy Associates Bills and MRs,Per hour,$50.00 ,1,4/23/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,Chk 31531 - Sharecare for Covenant Home Infusion bills and records,Per hour,$97.35 ,1,4/23/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,Chk 31552 - Manasseh Medical Imaging Bills and MRs,Per hour,$50.00 ,1,4/23/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,Chk 31657 - Texas Dept of Public Safety Records,Per hour,$85.00 ,1,8/3/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,Chk 32015 - Landmark Legal - Video depo of Bobby Levi Mendoza,Per hour,$350.00 ,1,9/27/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,"MC 8823 - Fed Ex - Sent Ext HDD to Bailey Law Firm w/footage, video and transcripts of Samantha",Per hour,$58.08 ,1,3/3/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,MC 8823 - Search TX ,Per hour,$170.75 ,1,4/8/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,MC 8823 - The Reproduction Company - Enlarged and mounted trial exhibits,Per hour,$968.84 ,1,4/6/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912120,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/7/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912122,Time,Corporate Records Book,Per hour,$105.82 ,1,5/11/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912122,Time,Filing fee for Articles of Organization,Per hour,$310.15 ,1,5/7/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912123,Time,Filing Fee for Filing Original Answer,Per hour,$3.34 ,0,6/4/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912123,Time,Payment of Jury Fee,Per hour,$0.00 ,1,6/4/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912128,Time,Chk 31948 - Dr Ordonez treatment 02/10/2021 - 05/20/2021,Per hour,$635.60 ,1,7/30/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912129,Time,Jury fee and filing fee for Original Answer,Per hour,$44.50 ,1,10/20/2020,FALSE,FALSE,CM Client Meeting,NULL,roberthogan
14912129,Time,Jury fee and filing fee for Original Answer,Per hour,$44.50 ,1,10/20/2020,FALSE,FALSE,CO Court Time,NULL,roberthogan
14912129,Time,Jury fee and filing fee for Original Answer,Per hour,$44.50 ,1,10/20/2020,FALSE,FALSE,DP Deposition,NULL,roberthogan
14912129,Time,Jury fee and filing fee for Original Answer,Per hour,$44.50 ,1,10/20/2020,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14912129,Time,Jury fee and filing fee for Original Answer,Per hour,$44.50 ,1,10/20/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,CM Client Meeting,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,CO Court Time,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,DP Deposition,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,DR Draft/Revise,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,PC Phone Call,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,RR Review,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/11/2020,TRUE,TRUE,RS Research,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,CM Client Meeting,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,CO Court Time,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,DP Deposition,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,DR Draft/Revise,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,PC Phone Call,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,RR Review,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/23/2020,TRUE,TRUE,RS Research,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,CM Client Meeting,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,CO Court Time,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,DP Deposition,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,DR Draft/Revise,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,PC Phone Call,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,RR Review,NULL,roberthogan
14912130,Time,filing fee,Per hour,$0.00 ,0,12/31/2020,TRUE,TRUE,RS Research,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,CM Client Meeting,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,CO Court Time,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,DP Deposition,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,RR Review,NULL,roberthogan
14912130,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,RS Research,NULL,roberthogan
14912131,Time,Chk 31858 - CMG bills and MRs,Per hour,$25.00 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912131,Time,Chk 31902 - CMC Rad Films,Per hour,$80.00 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912131,Time,Chk 32157 - Scare/CMC MRs - Crystal,Per hour,$104.25 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912134,Time,crash report,Per hour,$8.00 ,1,12/1/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912135,Time,crash report,Per hour,$8.00 ,1,12/1/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912136,Time,AmEx 2032 - USPS postage_USCIS packet,Per hour,$16.70 ,1,1/18/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912139,Time,MC 8823 - ProDoc - D's Resp to 1st RFD,Per hour,$399.47 ,1,5/26/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912139,Time,MC 8823- Pro Doc- Affidavit of Robert Hogan ,Per hour,$4.25 ,1,9/20/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912139,Time,MC 8823- Pro Doc- Defendant's Witness List,Per hour,$4.25 ,1,7/8/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912139,Time,MC 8823- Pro Doc-Defendants Expert Witness Designation,Per hour,$4.25 ,1,7/8/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912139,Time,MC 8823- Pro Doc-Motion for Summary Judgement and Brief ,Per hour,$4.25 ,1,9/19/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912139,Time,NOT PAID - Crutcher Mediation,Per hour,$275.00 ,1,9/22/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912140,Time,Chk 32336 - UMC EMS MRs & Bills via Chartswap_Cassi,Per hour,$86.79 ,1,9/15/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912140,Time,Chk 32337_Star ER & Star Phy Grp MRs & Bills_Chad,Per hour,$128.95 ,1,9/15/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912142,Time,Chk 32329 - UMC EMS/Chartswap records,Per hour,$86.79 ,1,9/15/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912146,Time,Airfare to Houston for Depositions,Per hour,$0.00 ,0,1/8/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Discovery Records (OSHA),Per hour,$85.19 ,1,6/26/2017,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,E-filing fees from Texas e-file system,Per hour,$122.14 ,1,9/18/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Expert Witness Fees (Engineering Partners),Per hour,$0.00 ,0,8/28/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Hotel Charges for Deposition in Houston,Per hour,$321.18 ,1,1/9/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Landmark Legal,Per hour,$60.00 ,1,10/12/2016,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Mediation Expense (Dirk Murchison),Per hour,$0.00 ,0,9/18/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Paid Homewood Suites for hotel stay during mediation.,Per hour,$411.70 ,1,9/4/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,RPS Parking LBB,Per hour,$15.00 ,1,8/22/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Southwest Airlines,Per hour,$217.96 ,1,8/22/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Travel Expenses,Per hour,$250.00 ,1,8/13/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,TTUHSC Records,Per hour,$41.00 ,1,8/6/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,Uber,Per hour,$15.99 ,1,8/22/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912146,Time,United Airlines/ Airfare to depositions in Houston,Per hour,$594.60 ,1,3/27/2018,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912151,Time,10/07/2019 - Chk # 31228 - Med Records - Bactes/Cov Hlth Sys,Per hour,$96.13 ,1,10/10/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Caprock Court Reporting,Per hour,$335.50 ,1,6/25/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Caprock Court Reporting,Per hour,$345.57 ,1,9/6/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,ChartSwap,Per hour,$50.66 ,1,9/10/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,"Chk 31240, Grace Clinic of Lubbock/sharecare, MRs, boroda, a",Per hour,$53.99 ,1,10/8/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,"CHK 31241, UMC RAD MRs, BORODA ALLISON",Per hour,$11.00 ,1,10/8/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,"Chk 31246 - Grace Med Ctr/Sharecare, MRs, Boroda, Allison",Per hour,$112.13 ,1,10/8/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,"Chk 31576 - CMG for North Parmer, Hendershot & Cowden - Medical and Billing",Per hour,$139.00 ,1,6/1/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Ck 31228 - Cov Health MRs - Boroda A,Per hour,$96.13 ,1,10/7/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,"Covenant Medical Center-Radiology, Medical Records, Chk 31204\jb",Per hour,$94.52 ,1,9/3/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,filing fee,Per hour,$0.00 ,0,2/14/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Filing Fee,Per hour,$3.34 ,1,2/22/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Order & OSH Filing,Per hour,$3.34 ,1,7/9/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Paid landmark legal for service of citation on Cathy Anderson,Per hour,$60.00 ,1,8/27/2018,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Requested issuance of citation from Lubbock District Clerk for Cathy Anderson,Per hour,$11.58 ,1,8/21/2018,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912151,Time,Zant Woodul Mediation Invoice,Per hour,$481.25 ,1,8/6/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912158,Time,AmEx 4004 - PayGov - Certified Copy of Abstract Judgement,Per hour,$11.50 ,1,6/27/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912158,Time,AmEx 44004 - PayGov for the certification of judgement to be file in another district,Per hour,$11.00 ,1,6/30/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912166,Time,e-filing fee,Per hour,$0.00 ,0,7/9/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912166,Time,NOT PAID - ODR inv C-22-065 for mediation,Per hour,$250.00 ,1,9/23/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912166,Time,Pro Doc eFiling,Per hour,$3.34 ,1,7/9/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912166,Time,Pro Doc eFiling,Per hour,$3.34 ,1,7/17/2019,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912166,Time,ProDoc Filing - MTWC,Per hour,$3.34 ,1,7/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912166,Time,ProDoc Filing - Order Regarding MTWC,Per hour,$3.34 ,1,7/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912166,Time,ProDoc Filing Fee,Per hour,$3.34 ,1,11/18/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912167,Time,Filing fee for Notice of Nonsuit,Per hour,$11.58 ,1,8/16/2021,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912167,Time,filing fee to issue citation-hale county DC,Per hour,$11.58 ,1,1/14/2021,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912167,Time,Filing Fee with District Clerk of Hale County,Per hour,$270.86 ,1,1/22/2021,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912167,Time,Process Service Fee,Per hour,$60.00 ,1,1/22/2021,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912168,Time,E-filing fee for Expert witness disclosure and fact witness disclosure,Per hour,$0.00 ,0,10/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912168,Time,efiling fees,Per hour,$0.00 ,0,7/9/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912168,Time,filing expenses - post submission briet,Per hour,$0.00 ,0,1/29/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912168,Time,filing fee for response to Motion to Strike Expert & Plea to the jurisdiction,Per hour,$3.34 ,2,1/22/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912168,Time,ProDoc Filing - MTWC,Per hour,$3.34 ,1,7/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912168,Time,ProDoc Filing - Order Regarding MTWC,Per hour,$3.34 ,1,7/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912168,Time,ProDoc Filing Fee,Per hour,$3.34 ,3,11/18/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912170,Time,Court Filing Fee - USDC-WDTex - paid by card,Per hour,$400.00 ,1,2/19/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912170,Time,Land Mark Legal Inv. #10800,Per hour,$300.00 ,1,2/24/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912171,Time,"Chk 31515 - Lynn Co Hosp District, bills and records",Per hour,$55.00 ,1,4/22/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31684 - High Plains Rad Billing,Per hour,$40.00 ,1,8/3/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31797 - Carson Chiro Records,Per hour,$49.22 ,1,11/18/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31868 - Rush-Copley process fee to go with MR/Bill request ,Per hour,$29.09 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31892 - Rush-Copley Radiology Records,Per hour,$21.00 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31893 - Walmart RX Records via Ciox,Per hour,$29.09 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31894 - Amita Health Med Grp MRs via Ciox,Per hour,$58.34 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 31895 - Fox Valley Urgent Care Records,Per hour,$52.49 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 32032 - Midwest Medical Records for Rush Copley Med Ctr                                                                                              ,Per hour,$40.70 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 32033 - Ciox for Amita Health Med Ctr Records,Per hour,$29.09 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Chk 32285 - Landmark Legal Inv 12079 - Svc Citation via USPSCM,Per hour,$80.75 ,1,7/21/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/7/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,NOT PAID- Landmark Legal- Service of Citation ,Per hour,$80.75 ,1,7/8/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912171,Time,Visa 8541 - ProDoc Filing Fee for POP & Jury Fee,Per hour,$440.63 ,1,2/25/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912172,Time,filing fee,Per hour,$0.00 ,0,10/2/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912172,Time,Jury Fee,Per hour,$0.00 ,0,5/20/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912175,Time,sent by certified mail application,Per hour,$14.15 ,1,9/3/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912177,Time,Chk 31659 - UMC Rad - Phillip Maples,Per hour,$11.00 ,1,8/3/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912177,Time,"Chk 31710, UMC EMS MRs via UMC EMS, Maples, Phillip",Per hour,$49.65 ,1,8/20/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912177,Time,"Chk 31711, UMC MRs , Maples, Phillip",Per hour,$95.36 ,1,8/20/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912177,Time,Chk 31801 - VRC/VitalChart/Next Medical Records/TTUHSC MRs - Phillip Maples ,Per hour,$45.00 ,1,11/18/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912177,Time,Chk 31802 - UMC PNS records - Phillip Maples,Per hour,$46.00 ,1,11/18/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912177,Time,Chk 31901 - TTUHSC Billing Records,Per hour,$6.50 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912178,Time,Immigration Expense,Per hour,$0.00 ,0,2/24/2021,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912179,Time,Chk 31798 - CMC Radiology records,Per hour,$80.00 ,1,11/18/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,Chk 31799 - CHS records,Per hour,$98.25 ,1,11/18/2020,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,Chk 31897 - Lub Open Air MRI Records via Chartswap,Per hour,$65.66 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,Chk 31898 - UMC EMS Records,Per hour,$84.66 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,Chk 32034 - LDR BILL,Per hour,$52.79 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,Chk 32122 - Landmark Legal Service on Zachary Trego,Per hour,$65.00 ,1,2/9/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,MC 8823 - ProDoc POP filing fee,Per hour,$334.65 ,1,12/3/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,MC 8823- ProDoc- Appearance and Acknowledgment Service,Per hour,$4.25 ,1,6/9/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,MC 8823- ProDoc- Settlement Agreement ,Per hour,$4.25 ,1,6/9/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/7/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912179,Time,Visa 8541 - TX Dot Crash Report,Per hour,$8.44 ,1,6/13/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 31927 - LDR - Cervical & Lumbar X/R prof fee,Per hour,$70.70 ,1,6/3/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 31928 - Lubbock Radiology - Cervical & Lumbar X/Rs,Per hour,$121.10 ,1,6/3/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 31948 - Ordonez Treatment  -  06/01 & 07/01/2021 dos,Per hour,$414.40 ,1,7/30/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 32123 - Cswap for LDR billing,Per hour,$52.79 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 32125 - LubRad Films,Per hour,$33.00 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 32197 - CMG Records,Per hour,$55.00 ,1,5/27/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912182,Time,Chk 32198 - Lub Radiology Billing - Prof Component,Per hour,$52.79 ,1,5/27/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912183,Time,Chk 32224 - Office of Dispute Resolution - Mediation,Per hour,$450.00 ,1,5/31/2022,FALSE,FALSE,CM Client Meeting,NULL,roberthogan
14912183,Time,Chk 32224 - Office of Dispute Resolution - Mediation,Per hour,$450.00 ,1,5/31/2022,FALSE,FALSE,DP Deposition,NULL,roberthogan
14912183,Time,Chk 32224 - Office of Dispute Resolution - Mediation,Per hour,$450.00 ,1,5/31/2022,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14912183,Time,Chk 32224 - Office of Dispute Resolution - Mediation,Per hour,$450.00 ,1,5/31/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912183,Time,Chk 32224 - Office of Dispute Resolution - Mediation,Per hour,$450.00 ,1,5/31/2022,FALSE,FALSE,RR Review,NULL,roberthogan
14912183,Time,Chk 32235 - Zant Woodul - Mediation,Per hour,"$1,800.00 ",1,5/31/2022,FALSE,FALSE,CM Client Meeting,NULL,roberthogan
14912183,Time,Chk 32235 - Zant Woodul - Mediation,Per hour,"$1,800.00 ",1,5/31/2022,FALSE,FALSE,DP Deposition,NULL,roberthogan
14912183,Time,Chk 32235 - Zant Woodul - Mediation,Per hour,"$1,800.00 ",1,5/31/2022,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14912183,Time,Chk 32235 - Zant Woodul - Mediation,Per hour,"$1,800.00 ",1,5/31/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912183,Time,Chk 32235 - Zant Woodul - Mediation,Per hour,"$1,800.00 ",1,5/31/2022,FALSE,FALSE,RR Review,NULL,roberthogan
